Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Activity Level,metal_oxide_mean,metal_oxide_std,CO2_mean,CO2_diff
2,20.45,51.76,120.59,584.05,478.21,727.33,665.52,609.65,2,Moderate Activity,620.1775,106.14957979976496,352.32,-463.4599999999999
2,20.18,52.6,121.43,578.17,464.29,725.56,677.608,610.22,2,Moderate Activity,619.4195,113.72701209914904,349.79999999999995,-456.73999999999995
2,20.12,53.01,116.53,574.81,481.79,720.8,675.6,596.57,2,Low Activity,618.69,104.71565403510593,345.66999999999996,-458.28
2,14.97,45.04,68.71,604.87,587.47,782.03,745.51,692.0,0,Moderate Activity,701.7525,84.68529363669545,336.79,-536.16
2,20.23,53.07,124.52,578.66,472.85,717.75,669.35,604.35,2,Moderate Activity,616.0749999999999,106.18679688799983,351.59,-454.14
2,20.22,53.17,123.3,569.59,477.24,721.68,677.148,611.39,2,Moderate Activity,621.8645,106.52912053049155,346.445,-446.29
3,21.55,48.65,124.2,570.4,405.7,707.21,654.488,596.64,3,Low Activity,591.0095,131.53375926987974,347.3,-446.2
2,21.34,50.52,126.23,568.94,458.36,717.53,680.08,611.06,2,Moderate Activity,616.7574999999999,114.43639466970288,347.58500000000004,-442.71000000000004
3,22.87,45.65,100.83,594.91,488.44,733.35,691.1,625.51,1,High Activity,634.5999999999999,107.06569042726372,347.87,-494.08
1,18.96,55.65,112.15,572.41,445.87,722.33,689.73,622.04,2,Low Activity,619.9925000000001,123.3681753600444,342.28,-460.26
0,19.34,55.43,113.99,596.73,496.6,733.57,687.5039999999999,616.66,1,Moderate Activity,633.5835,103.20788830801645,355.36,-482.74
2,21.97,49.6,124.03,571.08,473.14,715.68,666.13,606.78,2,Moderate Activity,615.4324999999999,104.78838847092426,347.555,-447.05000000000007
2,22.2,49.43,130.79,575.99,472.98,724.74,666.8,607.56,2,Low Activity,618.02,107.88058212672009,353.39,-445.20000000000005
3,20.97,52.88,129.49,574.24,453.73,716.74,704.7180000000001,600.45,2,Low Activity,618.9095,121.87278307453775,351.865,-444.75
3,21.06,52.88,132.08,576.83,460.07,714.02,664.914,598.89,2,Low Activity,609.4735,110.20743469627324,354.45500000000004,-444.75
3,21.51,49.84,105.26,564.86,437.36,729.8,691.31,631.25,1,Moderate Activity,622.43,129.87361625826853,335.06,-459.6
3,23.65,49.36,141.03,545.65,467.25,699.75,743.5219999999999,558.51,2,Low Activity,617.258,127.41174112302208,343.34,-404.62
3,21.12,52.94,124.83,575.0,466.2,712.22,670.68,580.56,2,Low Activity,607.415,109.00980919165028,349.915,-450.17
3,21.28,52.68,130.17,578.12,444.0,717.2,662.0,591.68,2,Low Activity,603.72,118.22254268962413,354.145,-447.95000000000005
1,19.87,57.45,129.71,551.83,437.16,702.39,663.49,588.01,2,Low Activity,597.7625,117.12570494273804,340.77000000000004,-422.12
3,21.43,52.65,132.98,566.71,458.1,718.66,729.182,581.28,2,Low Activity,621.8054999999999,128.26056006296972,349.845,-433.73
3,21.66,51.16,114.79,596.73,471.63,732.54,687.44,608.23,1,Low Activity,624.96,114.40744235698422,355.76,-481.94
3,22.74,49.65,134.61,575.37,460.37,715.2,641.4060000000002,588.13,2,Low Activity,601.2765,107.4188264489362,354.99,-440.76
3,22.73,49.62,132.6,578.93,454.67,706.5,665.458,591.62,2,Low Activity,604.562,110.65680531565452,355.765,-446.3299999999999
3,22.73,50.03,127.57,564.11,454.38,709.78,661.53,589.12,2,Moderate Activity,603.7025,111.2149781204552,345.84000000000003,-436.54
1,19.11,52.59,110.81,571.36,502.48,747.62,710.706,658.73,1,High Activity,654.884,107.94725920868332,341.08500000000004,-460.55
3,22.59,50.46,132.85,577.14,457.74,710.14,833.39,590.94,2,Low Activity,648.0525,160.91978527100594,354.995,-444.28999999999996
1,17.88,43.57,62.47,616.34,566.61,781.67,755.31,693.38,0,Low Activity,699.2425000000001,95.85337113703059,339.40500000000003,-553.87
3,21.53,53.38,134.99,573.83,454.99,701.64,664.14,583.34,2,Low Activity,601.0275,109.15716784374109,354.41,-438.84000000000003
0,21.1,53.95,118.51,578.93,428.36,710.85,667.422,594.89,2,Low Activity,600.3805,124.25681894501136,348.71999999999997,-460.41999999999996
1,18.34,55.86,100.62,606.92,500.14,739.86,698.77,631.95,1,Moderate Activity,642.6800000000001,104.91714985326915,353.77,-506.29999999999995
3,21.64,53.52,133.67,571.91,455.22,704.51,663.49,582.95,2,Low Activity,601.5425,109.8419377636186,352.78999999999996,-438.24
3,22.1,48.28,107.5,600.56,464.99,731.57,686.34,604.3,2,Low Activity,621.8,117.06193602818414,354.03,-493.05999999999995
3,21.6,53.74,133.54,578.93,461.29,712.42,663.46,597.08,2,Low Activity,608.5625,108.9665894896229,356.23499999999996,-445.39
0,18.64,50.16,126.03,578.93,483.46,743.8,459.66,642.58,1,Moderate Activity,582.375,134.81570272041753,352.47999999999996,-452.9
1,19.05,55.79,118.71,602.41,499.35,735.79,705.83,612.72,1,Moderate Activity,638.4224999999999,106.49879478973772,360.56,-483.7
2,23.24,51.63,115.09,549.87,480.47,709.15,661.726,593.0,2,High Activity,611.0865,99.27839735981503,332.48,-434.78
0,20.91,49.62,102.26,609.19,455.52,727.6,683.9300000000001,612.31,2,High Activity,619.8399999999999,119.41176519366368,355.725,-506.93000000000006
1,16.37,55.85,65.33,618.03,587.31,782.54,741.87,694.21,1,Low Activity,701.4825,84.24115675646121,341.68,-552.6999999999999
3,23.23,50.34,135.26,572.01,401.34,696.21,667.106,553.48,2,Low Activity,579.534,133.80839125655262,353.635,-436.75
3,23.1,50.64,130.64,571.73,402.65,686.82,872.13,567.26,2,Low Activity,632.2149999999999,197.87214264098253,351.185,-441.09000000000003
0,20.38,58.64,130.11,549.88,464.63,722.33,686.29,601.23,1,Low Activity,618.62,114.52849019639903,339.995,-419.77
3,24.67,45.36,97.65,602.54,487.58,722.15,461.18,599.26,1,Moderate Activity,567.5425,119.18677453895629,350.09499999999997,-504.89
3,24.7,48.28,140.75,563.55,412.85,684.11,610.25,534.3,2,Low Activity,560.3775,115.81795640141472,352.15,-422.79999999999995
3,22.99,51.11,142.72,575.83,416.54,689.28,647.34,574.61,2,Moderate Activity,581.9425,120.0137832014862,359.27500000000003,-433.11
2,17.26,47.14,68.41,619.75,558.82,776.64,757.83,679.49,0,Moderate Activity,693.1949999999999,98.97006096121525,344.08,-551.34
0,18.37,53.7,119.02,584.85,486.87,731.82,687.43,599.93,1,Low Activity,626.5124999999999,108.02355989165821,351.935,-465.83000000000004
3,21.43,45.34,113.92,584.74,453.45,722.8,827.65,595.2,2,High Activity,649.7750000000001,161.7550643205131,349.33,-470.82
1,16.53,53.31,71.72,578.93,571.68,856.61,742.99,678.72,1,Low Activity,712.5,119.2597906532905,325.325,-507.2099999999999
0,18.92,51.88,117.54,591.47,469.5,750.78,713.46,644.39,1,Moderate Activity,644.5325,124.73428808872082,354.505,-473.93
3,22.42,53.45,134.0,570.74,419.95,687.56,641.648,572.11,2,Low Activity,580.317,116.97219348774021,352.37,-436.74
3,22.44,53.44,137.17,572.07,432.09,695.7,639.39,567.03,2,Low Activity,583.5525,113.88410786848183,354.62,-434.9000000000001
1,17.18,42.44,65.81,626.39,559.38,797.62,759.1,705.88,0,Low Activity,705.495,104.41943162074769,346.1,-560.5799999999999
3,24.36,49.32,142.24,572.24,434.16,698.81,642.63,567.85,2,Low Activity,585.8625,114.48112722919294,357.24,-430.0
3,24.52,48.95,136.91,570.94,425.43,699.36,864.3,566.83,2,Low Activity,638.98,187.28238197972598,353.925,-434.0300000000001
3,24.3,49.31,137.67,565.67,432.27,699.8,641.19,586.29,2,Low Activity,589.8875,114.8461615597143,351.66999999999996,-428.0
3,23.83,50.44,141.85,567.18,424.71,694.68,630.96,564.75,2,Low Activity,578.775,115.59983866770749,354.515,-425.3299999999999
3,23.72,50.65,138.37,568.6,439.19,689.22,648.18,564.29,2,Moderate Activity,585.22,110.3672466510483,353.485,-430.23
3,23.77,50.28,142.18,569.26,426.55,690.7,636.1160000000001,560.63,2,Low Activity,578.499,114.47937638427867,355.72,-427.08
3,23.61,50.64,135.15,567.68,430.19,693.3,610.794,566.35,2,Low Activity,575.1585,110.031447848634,351.41499999999996,-432.53
3,23.73,50.03,140.98,565.99,436.99,692.87,871.65,565.98,2,Low Activity,641.8725000000001,185.41391072858224,353.485,-425.01
3,24.29,48.52,128.8,571.33,437.39,691.78,651.46,566.96,2,Moderate Activity,586.8975,112.42575576056109,350.06500000000005,-442.53000000000003
1,19.06,56.79,109.9,601.18,487.33,732.98,665.18,598.11,1,Moderate Activity,620.9,104.69475281343696,355.53999999999996,-491.28
3,23.79,49.35,139.3,570.35,432.9,698.08,651.76,572.62,2,Low Activity,588.84,116.15029918170683,354.82500000000005,-431.05
3,24.24,48.32,135.87,571.95,455.7,696.45,650.52,572.92,2,Low Activity,593.8975,105.2959753504378,353.91,-436.08000000000004
3,23.89,49.45,140.68,573.3,445.58,701.56,649.23,584.22,2,Low Activity,595.1475,110.66222522462967,356.99,-432.61999999999995
3,23.85,49.08,132.35,572.75,438.42,696.39,648.058,574.23,2,Low Activity,589.2745,112.41685425682395,352.55,-440.4
1,16.27,44.17,74.28,602.85,566.7,790.94,747.9359999999999,690.93,1,Low Activity,699.1265,97.32428026448486,338.565,-528.57
0,22.51,51.73,139.88,569.28,450.78,702.44,651.11,576.85,2,Low Activity,595.295,109.27056404479056,354.58,-429.4
0,22.62,51.49,143.54,563.43,452.81,865.59,658.95,581.0,2,Low Activity,639.5875000000001,172.9839742818199,353.48499999999996,-419.89
0,22.59,51.61,142.22,569.2,448.07,702.59,649.774,575.17,2,Low Activity,593.9010000000001,110.38209663407076,355.71000000000004,-426.98
0,22.36,52.15,139.89,578.93,441.2,700.37,652.2,583.44,2,Low Activity,594.3025,112.7841662572071,359.40999999999997,-439.03999999999996
0,22.34,52.21,139.22,572.88,440.79,702.14,646.31,571.25,2,Low Activity,590.1225,113.08009296511918,356.05,-433.65999999999997
0,22.13,52.59,138.26,568.49,438.15,710.51,649.41,571.19,2,Low Activity,592.3149999999999,117.53440616829326,353.375,-430.23
3,23.61,45.71,133.88,585.02,450.37,714.69,673.83,598.74,2,Low Activity,609.4075,116.39213214388678,359.45,-451.14
0,21.77,53.28,141.02,573.31,445.66,700.02,662.36,583.45,2,Low Activity,597.8725,112.50096751435814,357.16499999999996,-432.28999999999996
1,18.97,47.99,85.25,593.57,523.39,767.15,727.726,665.06,1,Moderate Activity,670.8315,106.90578984476628,339.41,-508.32000000000005
0,21.45,54.0,142.46,570.1,439.39,698.76,651.31,572.48,2,Low Activity,590.485,113.39758271967999,356.28000000000003,-427.64
1,20.0,46.88,82.25,593.28,460.75,740.65,698.476,639.72,1,High Activity,634.8990000000001,123.25640642173533,337.765,-511.03
0,21.23,54.3,149.0,578.93,440.58,700.91,649.56,582.15,2,Low Activity,593.3,112.83146812835503,363.965,-429.92999999999995
3,23.99,47.04,105.66,601.32,477.63,717.46,688.16,598.17,1,Moderate Activity,620.355,107.84170328155369,353.49,-495.6600000000001
0,21.18,54.45,145.35,569.38,437.94,704.61,653.85,576.88,2,Low Activity,593.32,116.13578690481242,357.365,-424.03
0,21.08,54.6,144.65,564.17,438.16,698.42,649.85,578.25,2,Low Activity,591.17,113.32091804546353,354.40999999999997,-419.52
0,20.96,56.3,116.45,599.3,416.04,725.13,660.18,603.61,3,Low Activity,601.24,133.0755582366649,357.875,-482.84999999999997
1,18.48,41.16,82.24,616.64,515.97,782.05,535.54,684.97,1,Low Activity,629.6324999999999,126.57790180359285,349.44,-534.4
2,18.85,56.12,72.19,567.99,566.38,751.9,728.9100000000001,664.1,0,Moderate Activity,677.8225,83.07656403382767,320.09000000000003,-495.8
3,24.02,51.03,121.17,564.45,490.08,697.5,634.33,571.76,2,Moderate Activity,598.4175,88.60903955955436,342.81,-443.28000000000003
0,19.66,54.47,98.9,601.55,480.95,736.77,683.16,613.76,1,Moderate Activity,628.6600000000001,110.60180257723349,350.22499999999997,-502.65
0,21.47,54.19,150.65,559.29,334.83,667.86,610.01,539.03,2,Low Activity,537.9325,145.2906871011812,354.96999999999997,-408.64
2,21.46,45.92,144.16,580.09,419.54,731.34,699.75,622.82,2,Low Activity,618.3625000000001,140.16430415171095,362.125,-435.93000000000006
0,20.87,54.76,146.94,570.96,447.46,703.53,650.94,586.07,2,Low Activity,597.0,110.66441915388464,358.95000000000005,-424.02000000000004
3,23.2,43.89,112.38,584.65,434.08,745.69,504.79,629.54,1,Low Activity,578.525,137.65642702031752,348.515,-472.27
1,16.64,49.74,35.15,582.53,491.79,751.3,708.904,656.65,1,Moderate Activity,652.161,113.70622693590705,308.84,-547.38
0,20.77,54.84,144.19,569.77,442.61,707.95,652.15,580.63,2,Low Activity,595.835,114.67380564017226,356.98,-425.58
2,22.14,52.6,101.24,569.46,484.44,710.61,675.63,612.5,1,Moderate Activity,620.795,99.55752859528003,335.35,-468.22
0,20.64,54.96,142.08,567.44,445.53,702.89,660.7,575.43,2,Low Activity,596.1375,113.54269721856475,354.76000000000005,-425.36
1,16.82,44.94,78.72,606.03,492.73,773.61,739.37,650.1,0,Moderate Activity,663.9525,125.46128602747011,342.375,-527.31
1,20.04,58.89,128.89,556.87,485.53,728.22,680.1020000000001,620.41,1,Moderate Activity,628.5655,105.05981890174127,342.88,-427.98
1,15.21,43.26,61.5,609.41,564.98,786.11,750.74,693.23,1,Moderate Activity,698.765,97.05601836053239,335.455,-547.91
0,22.19,50.13,127.86,573.27,370.45,602.12,643.89,563.69,2,Low Activity,545.0375,120.91173016571497,350.565,-445.40999999999997
0,20.42,55.13,138.41,566.14,446.56,711.09,658.168,589.75,1,Low Activity,601.392,114.55078898025977,352.275,-427.73
2,23.36,47.53,104.34,578.93,490.87,729.42,683.868,624.42,1,High Activity,632.1445,103.53098667065817,341.635,-474.5899999999999
2,19.84,46.68,101.52,603.09,484.98,749.87,690.28,639.29,0,Low Activity,641.105,113.46998971828042,352.305,-501.57000000000005
0,20.32,55.37,145.41,568.75,437.05,710.63,657.06,586.11,1,Low Activity,597.7125,118.6304408306176,357.08,-423.34000000000003
0,20.27,55.4,143.02,565.92,449.68,719.4,700.654,582.45,1,Moderate Activity,613.046,124.64736947618802,354.46999999999997,-422.9
0,20.31,55.19,148.61,566.94,469.53,709.52,658.8,605.04,1,Low Activity,610.7225,103.34409332419536,357.77500000000003,-418.33000000000004
0,20.27,55.29,143.55,566.78,452.26,706.76,627.818,584.22,1,Low Activity,592.7645,106.51798734329647,355.16499999999996,-423.22999999999996
0,20.18,55.45,142.8,570.22,464.7,628.77,647.94,596.57,1,Low Activity,584.495,82.62806484482135,356.51,-427.42
0,20.04,55.69,147.21,578.93,448.79,621.24,659.69,593.94,1,Moderate Activity,580.915,92.11998064119062,363.07,-431.7199999999999
3,23.02,50.66,110.67,569.0,447.66,726.54,676.77,609.35,1,Low Activity,615.08,121.5062097178576,339.835,-458.33
0,20.06,55.51,147.5,566.16,455.2,707.34,656.91,580.94,1,Low Activity,600.0975,109.68273834868761,356.83,-418.65999999999997
3,22.72,51.84,106.62,543.77,450.52,714.44,621.48,564.32,1,Low Activity,587.69,110.40696294467425,325.195,-437.15
0,19.92,55.79,139.48,572.95,451.49,707.79,663.5,580.74,1,Low Activity,600.88,112.65582423174281,356.21500000000003,-433.47
0,19.97,55.64,137.74,579.03,459.87,699.38,660.03,592.45,1,Low Activity,602.9325,105.10154847416219,358.385,-441.28999999999996
2,24.48,44.58,98.17,602.88,478.36,738.88,702.78,640.14,1,Moderate Activity,640.04,115.24768341851097,350.525,-504.71
0,19.9,55.56,141.55,571.67,447.61,708.84,667.63,605.31,1,Low Activity,607.3475,114.68061108283882,356.61,-430.11999999999995
0,19.66,56.03,139.06,570.88,461.84,703.82,663.99,599.95,1,Low Activity,607.4000000000001,106.05416949213583,354.97,-431.82
0,19.73,55.89,141.26,565.36,463.14,875.13,629.992,581.85,1,Low Activity,637.528,173.22693778970984,353.31,-424.1
0,19.7,55.79,136.44,569.07,452.82,717.53,670.15,603.19,1,Low Activity,610.9225,115.36788674352437,352.755,-432.63000000000005
0,19.67,55.8,136.12,570.25,465.75,714.38,588.9759999999999,599.96,1,Low Activity,592.2665,101.63357218786845,353.185,-434.13
0,19.68,55.77,143.21,567.95,470.23,716.63,671.08,602.08,1,Low Activity,615.005,107.39165470370591,355.58000000000004,-424.74
0,19.63,55.82,132.51,572.5,467.9,725.03,657.4559999999999,586.66,1,Low Activity,609.2615,109.87713882180708,352.505,-439.99
0,19.89,54.98,139.57,577.23,460.92,720.04,671.37,599.31,1,Low Activity,612.91,112.81301432015721,358.4,-437.66
1,19.69,55.4,146.2,570.81,454.82,716.25,670.48,594.29,1,Low Activity,608.96,114.41183359542259,358.505,-424.60999999999996
1,19.77,55.12,140.84,566.13,478.23,725.62,681.34,607.13,1,Low Activity,623.08,108.23524410591342,353.485,-425.28999999999996
0,20.99,56.08,134.0,565.4,443.78,706.88,655.288,577.05,2,Low Activity,595.7494999999999,114.51233011194327,349.7,-431.4
1,19.64,55.2,139.9,579.3,476.97,720.98,682.7,607.58,1,Moderate Activity,622.0575,107.584314958083,359.59999999999997,-439.4
1,19.62,55.27,136.04,578.09,471.83,716.43,681.81,603.9,1,High Activity,618.4925,108.51065949942428,357.065,-442.05000000000007
1,19.37,55.84,141.41,571.26,464.06,724.67,643.928,604.35,1,Moderate Activity,609.252,108.9778053366831,356.335,-429.85
1,19.34,56.02,142.59,568.7,464.07,719.6,679.0640000000001,612.5,1,Moderate Activity,618.8085000000001,112.21029707206021,355.64500000000004,-426.11
3,21.56,54.81,115.05,578.93,433.92,723.12,679.69,611.45,3,Moderate Activity,612.0450000000001,127.33469192119902,346.98999999999995,-463.87999999999994
1,19.13,56.41,136.32,576.73,462.63,721.93,669.34,605.82,1,Moderate Activity,614.9300000000001,112.08290116397474,356.525,-440.41
3,23.5,45.45,143.42,576.57,458.27,699.2,659.25,574.94,1,Low Activity,597.915,106.53514302801685,359.995,-433.1500000000001
1,19.26,56.04,138.26,567.07,465.85,725.39,645.746,605.8,1,Moderate Activity,610.6965,108.60870233242514,352.665,-428.81000000000006
1,19.18,56.22,139.37,573.07,480.96,724.3,680.764,611.26,1,Moderate Activity,624.3209999999999,106.3086367328638,356.22,-433.70000000000005
1,19.03,56.48,145.73,569.57,480.09,722.83,491.96,615.29,1,Moderate Activity,577.5425,114.53483527585253,357.65000000000003,-423.84000000000003
1,19.09,56.36,145.41,576.89,471.65,724.77,679.67,605.42,1,Moderate Activity,620.3775,110.69024448884373,361.15,-431.48
3,25.07,49.53,145.81,554.21,398.37,663.55,598.2,533.28,3,Low Activity,548.35,113.25070684106124,350.01,-408.40000000000003
1,19.0,56.47,135.3,573.94,463.71,716.25,672.502,613.1,1,Moderate Activity,616.3905,110.21582258308771,354.62,-438.64000000000004
1,19.04,56.32,137.88,572.72,484.25,719.88,681.66,610.31,1,Low Activity,624.025,103.65829457083177,355.3,-434.84000000000003
1,18.95,56.43,138.26,568.46,481.67,728.29,882.95,612.77,1,Low Activity,676.42,170.61069016916846,353.36,-430.20000000000005
2,22.39,53.89,110.31,547.5,469.34,711.3,662.15,606.92,1,Low Activity,612.4275,104.48678301584367,328.905,-437.19
1,18.8,56.74,147.5,580.89,483.9,727.61,675.11,619.38,1,High Activity,626.5,104.8357741104311,364.195,-433.39
1,18.9,56.5,141.03,578.93,481.74,721.29,674.15,606.98,1,High Activity,621.04,104.03990932970544,359.97999999999996,-437.9
1,18.86,56.48,141.9,572.19,476.0,718.69,673.06,601.77,1,Moderate Activity,617.38,105.82368197462546,357.045,-430.2900000000001
1,18.78,56.62,135.71,577.85,490.62,730.71,682.82,605.3,1,High Activity,627.3625,104.78788936863525,356.78000000000003,-442.14
1,18.81,51.11,114.94,603.12,459.68,745.9,704.89,632.03,1,Moderate Activity,635.625,126.39591620512638,359.03,-488.18
1,18.73,55.61,130.67,582.64,484.13,729.35,679.36,612.81,1,Moderate Activity,626.4125,106.18993121603701,356.655,-451.97
0,20.78,54.34,119.49,553.74,448.66,714.28,673.87,603.39,2,Low Activity,610.05,116.94439276852908,336.615,-434.25
1,18.55,54.81,107.44,583.5,501.41,741.7,680.8,612.17,1,Moderate Activity,634.02,103.03103965957702,345.47,-476.06
0,20.53,55.19,146.57,578.93,469.13,709.71,628.016,586.88,1,Low Activity,598.4340000000001,100.18393456038748,362.75,-432.35999999999996
1,18.6,52.56,98.67,592.08,514.4,743.96,705.89,633.37,1,High Activity,649.405,101.01926301453601,345.375,-493.41
1,18.52,52.09,92.84,586.73,537.23,751.49,720.34,650.94,1,Moderate Activity,665.0,94.98402005951668,339.785,-493.89
1,18.44,51.8,80.77,592.71,550.49,758.89,726.94,652.44,1,Low Activity,672.19,92.58402489990736,336.74,-511.94000000000005
1,18.35,51.98,89.05,592.68,553.86,757.82,722.912,661.81,1,Moderate Activity,674.1005,89.44337397295939,340.86499999999995,-503.62999999999994
1,18.39,51.59,83.57,598.05,550.57,757.37,721.69,665.22,1,Moderate Activity,673.7125000000001,90.43711567529486,340.80999999999995,-514.48
