Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Session ID,HVAC Operation Mode,Ambient Light Level,Activity Level
morning,18.74,49.53,80.82,597.14,535.19,885.67,490.27,668.69,low,7395,MAINTENANCE_MODE,very_dim,Moderate Activity
morning,18.76,49.55,84.92,592.34,541.89,767.28,,661.63,low,7395,cooling_active,moderate,Low Activity
morning,18.79,49.43,75.63,598.4,536.64,766.16,730.89,691.67,low,7395,maintenance_mode,moderate,Moderate Activity
morning,18.76,49.56,75.5,602.69,555.93,761.46,732.9,684.05,extremely low,7395,off,bright,Low Activity
night,20.73,52.74,124.4,567.7,383.76,692.68,648.43,567.87,medium,7395,heating_active,bright,Low_Activity
afternoon,16.83,50.78,87.87,596.3,489.23,732.88,694.85,609.46,,3418,cooling_active,bright,ModerateActivity
evening,23.95,48.3,114.79,600.57,397.24,673.75,823.43,500.93,medium,3856,cooling_active,,Low Activity
morning,18.44,51.16,84.85,600.42,569.77,759.62,728.83,661.64,low,4507,off,,Low Activity
afternoon,18.61,49.94,71.49,604.32,566.72,763.69,,685.85,extremely low,7395,maintenance_mode,,Moderate Activity
afternoon,18.56,-23.15,72.66,,564.18,762.38,727.87,666.13,,7395,off,very_dim,Low_Activity
afternoon,18.49,50.49,71.98,594.79,549.22,767.61,730.23,656.16,extremely low,7395,maintenance_mode,,Low Activity
afternoon,18.63,50.27,78.25,603.51,521.05,567.1,716.24,644.55,extremely low,7395,heating_active,,Moderate Activity
evening,23.12,48.96,161.01,575.17,431.1,703.14,556.53,560.83,medium,1374,ventilation_only,,Low Activity
afternoon,18.5,51.01,77.81,594.18,529.69,571.45,727.32,658.56,extremely low,7395,ECO_MODE,bright,Low Activity
afternoon,18.58,51.37,88.12,593.21,540.24,763.73,727.98,666.69,extremely low,7395,heating_active,bright,Moderate Activity
afternoon,18.59,51.36,92.01,588.45,531.46,769.01,711.51,658.1,extremely low,7395,eco_mode,bright,High Activity
night,293.82,53.64,113.94,597.78,464.59,731.07,694.34,602.93,low,5693,Eco_Mode,very_bright,Moderate Activity
evening,296.28,43.85,110.87,581.85,435.17,725.42,,608.37,medium,3418,heating_active,bright,ModerateActivity
morning,19.06,57.4,148.31,561.31,433.47,722.7,900.29,603.19,low,8649,eco_mode,,Low Activity
afternoon,18.49,52.3,87.29,588.42,530.94,753.28,,651.68,extremely low,7395,eco_mode,very_bright,Moderate Activity
night,23.09,49.4,114.69,572.4,385.17,680.6,,555.23,high,7395,cooling_active,bright,Low Activity
afternoon,291.64,52.34,92.02,588.11,529.36,759.99,712.7,654.32,low,7395,heating_active,,High Activity
afternoon,18.48,52.03,83.88,593.3,552.59,762.34,727.95,647.78,low,7395,heating_active,dim,Low Activity
afternoon,18.49,52.1,83.29,,546.33,765.78,722.48,646.24,low,7395,Eco_Mode,very_bright,Moderate Activity
morning,20.13,58.39,128.48,,474.26,723.62,690.01,615.68,low,3592,maintenance_mode,,Low Activity
afternoon,18.61,51.97,79.49,591.67,562.24,763.85,719.87,652.41,extremely low,7395,off,,Low Activity
evening,22.55,51.58,105.44,550.33,465.2,713.17,,572.23,low,4703,heating_active,moderate,High Activity
night,23.29,52.08,103.71,544.91,467.02,693.92,625.23,563.63,,6817,off,very_bright,Low Activity
morning,292.7,57.9,111.54,553.48,483.37,710.93,,585.94,,3592,eco_mode,bright,Low Activity
afternoon,291.81,53.4,106.14,579.31,467.66,713.58,,580.51,medium,7395,ventilation_only,,Moderate Activity
afternoon,20.56,44.97,85.29,595.8,503.46,753.44,721.14,660.89,low,5820,eco_mode,,Moderate Activity
night,18.06,49.51,113.06,,501.84,731.83,685.14,627.41,low,2679,eco_mode,bright,High Activity
afternoon,18.64,53.79,104.74,584.63,459.86,717.01,,590.49,,7395,eco_mode,dim,Moderate Activity
afternoon,24.26,53.05,121.46,,471.51,709.58,,569.31,low,8936,OFF,bright,Low Activity
afternoon,18.65,53.48,103.63,582.98,457.98,726.99,676.07,589.8,medium,7395,maintenance_mode,,LowActivity
morning,16.23,46.52,65.89,615.6,584.74,787.74,751.63,705.31,extremely low,5820,ventilation_only,,Moderate Activity
night,21.89,52.16,125.7,578.89,431.56,707.46,,592.43,,4507,Heating_active,very_bright,Low Activity
afternoon,19.13,52.64,103.13,,427.26,720.13,661.32,596.94,medium,7395,heating_active,dim,Moderate Activity
night,19.1,49.86,122.63,578.25,466.49,737.62,700.55,638.45,low,6431,cooling_active,,Low Activity
afternoon,19.31,52.33,105.36,581.56,424.89,717.98,,587.35,medium,7395,off,,Low Activity
night,20.22,50.3,100.72,605.04,472.17,736.08,683.79,624.45,medium,8374,cooling_active,bright,Low Activity
afternoon,19.03,52.98,101.31,582.49,429.57,554.28,,591.76,medium,7395,heating_active,bright,ModerateActivity
morning,16.88,49.6,112.4,582.18,490.24,749.14,699.17,636.19,medium,8052,ventilation_only,moderate,High Activity
evening,23.51,46.04,152.36,574.98,437.15,707.37,674.35,591.11,medium,7963,ventilation_only,very_bright,Low Activity
afternoon,19.04,52.35,96.68,586.87,474.36,735.89,688.81,610.21,medium,7395,OFF,,High Activity
afternoon,19.1,52.26,100.43,588.04,462.0,732.93,687.05,605.25,medium,7395,ventilation_only,,Moderate Activity
night,19.32,50.67,112.32,601.95,467.84,741.39,,630.24,low,8374,COOLING_ACTIVE,,LowActivity
afternoon,19.83,51.13,101.29,584.12,384.14,708.64,663.9,591.75,medium,7395,ventilation_only,bright,Low_Activity
evening,23.26,43.31,125.16,572.43,457.29,714.47,679.91,600.53,medium,2679,cooling_active,very_bright,Low Activity
afternoon,20.49,50.12,93.52,582.72,388.52,702.56,,582.08,medium,7395,heating_active,very_bright,Low Activity
evening,25.8,48.23,117.82,,478.48,682.67,595.26,538.79,medium,6817,cooling_active,,Low Activity
afternoon,20.45,50.67,95.92,581.41,410.67,720.58,675.55,596.86,medium,7395,maintenance_mode,bright,Low Activity
night,19.52,54.98,121.84,596.41,497.24,732.56,,607.16,low,5693,heating_active,dim,Low Activity
evening,25.14,49.51,125.3,552.27,486.59,615.03,669.39,600.38,medium,3592,ventilation_only,very_bright,Low Activity
afternoon,16.96,48.89,83.92,599.87,506.35,741.82,,638.5,low,3418,Cooling_active,,Low Activity
afternoon,20.8,51.06,94.31,577.11,422.66,719.71,656.7,600.44,medium,7395,off,moderate,Moderate Activity
morning,17.88,165.52,126.25,593.82,475.06,752.73,701.85,646.17,low,1374,cooling_active,very_bright,High Activity
afternoon,20.69,51.85,98.27,576.97,450.11,718.91,678.98,606.96,medium,7395,off,,Moderate Activity
afternoon,20.83,-42.21,100.7,580.54,464.58,725.33,,610.74,medium,7395,maintenance_mode,very_bright,High Activity
afternoon,21.09,51.29,105.02,588.67,455.19,726.89,,618.32,medium,7395,maintenance_mode,,ModerateActivity
afternoon,21.14,51.37,99.99,582.36,466.71,729.23,681.4,617.15,,7395,ventilation_only,,Low Activity
afternoon,297.79,48.33,147.65,554.4,392.98,569.83,849.8,555.2,medium,5172,eco_mode,very_bright,Low Activity
night,20.16,56.12,129.35,562.78,362.07,681.02,,559.92,medium,6528,eco_mode,,Low Activity
afternoon,295.29,49.31,104.76,580.97,467.06,862.52,676.76,602.56,medium,7395,heating_active,very_bright,Moderate Activity
afternoon,21.93,49.98,102.92,574.99,458.86,721.92,681.69,614.41,medium,7395,ventilation_only,bright,High Activity
afternoon,21.73,50.54,106.76,580.28,457.25,718.54,,613.54,medium,7395,ventilation_only,very_bright,Moderate Activity
afternoon,294.79,50.96,103.84,578.82,466.04,719.0,682.13,617.87,medium,7395,ventilation_only,very_bright,Low Activity
afternoon,21.67,51.02,107.22,577.68,458.24,581.23,679.81,613.76,medium,7395,heating_active,,Moderate Activity
afternoon,21.74,51.03,110.38,576.29,458.79,723.73,679.66,610.74,medium,7395,MAINTENANCE_MODE,bright,Low Activity
morning,19.7,56.27,140.63,564.95,395.58,706.38,,573.58,medium,6528,ventilation_only,very_bright,Low Activity
afternoon,21.91,50.83,105.91,,457.76,725.01,677.47,610.48,medium,7395,cooling_active,,Low Activity
night,20.76,49.13,105.25,598.58,478.07,731.64,679.1,616.01,,8374,maintenance_mode,very_bright,Moderate Activity
afternoon,22.86,48.74,113.87,580.69,446.33,717.5,,598.29,medium,7395,eco_mode,,LowActivity
afternoon,23.45,47.55,102.83,578.68,473.89,717.4,680.79,617.16,medium,7395,ventilation_only,,High Activity
afternoon,296.66,47.55,110.07,579.97,462.44,720.9,673.67,628.1,,7395,heating_active,dim,Low Activity
morning,16.88,49.18,65.96,621.52,572.1,781.84,745.96,700.55,low,4129,maintenance_mode,moderate,Moderate Activity
afternoon,23.95,46.82,106.71,577.5,469.51,727.76,676.57,616.18,medium,7395,ventilation_only,,Moderate Activity
afternoon,23.86,46.97,109.05,577.95,460.49,721.78,674.89,618.05,medium,7395,off,very_bright,Low Activity
night,19.94,50.96,112.59,596.33,475.17,732.48,684.66,612.13,,8374,maintenance_mode,dim,Moderate Activity
morning,18.74,54.35,107.17,594.32,511.29,748.19,,634.21,extremely low,4507,Ventilation_Only,very_bright,Moderate Activity
evening,23.93,47.15,107.98,580.64,465.31,717.55,675.69,599.94,medium,7395,off,dim,Low Activity
evening,23.71,47.7,110.73,576.34,466.33,719.85,682.65,610.66,medium,7395,maintenance_mode,,High Activity
afternoon,24.02,51.67,111.05,556.07,477.47,712.17,665.86,598.64,low,3592,heating_active,bright,Low Activity
afternoon,20.28,52.84,121.19,576.79,469.3,722.74,671.35,610.4,medium,9184,cooling_active,,Low Activity
evening,23.33,48.86,106.74,573.53,458.8,713.12,675.66,606.03,medium,7395,eco_mode,,Low Activity
morning,19.22,52.79,96.78,550.42,450.67,713.13,640.38,579.77,medium,4703,eco_mode,very_bright,Low Activity
evening,23.31,49.04,108.95,580.65,451.56,719.45,,604.7,medium,7395,cooling_active,,Low Activity
evening,296.56,48.94,111.47,574.01,449.82,717.11,677.32,606.05,,7395,heating_active,,Low Activity
evening,23.58,48.58,110.59,578.84,454.61,713.18,562.15,607.83,medium,7395,ventilation_only,,Low Activity
evening,23.72,48.41,105.42,576.08,455.08,715.9,,609.98,medium,7395,eco_mode,very_dim,Low Activity
afternoon,17.34,48.56,107.44,596.18,400.51,744.17,691.99,636.29,low,5820,ventilation_only,very_bright,Moderate Activity
evening,24.1,47.64,108.17,574.59,459.11,723.93,677.59,602.65,medium,7395,maintenance_mode,bright,Low Activity
evening,24.25,47.34,107.54,,450.87,715.96,676.69,597.24,medium,7395,ECO_MODE,very_bright,Low Activity
morning,20.4,48.85,102.92,582.45,460.63,736.68,696.24,625.42,low,1826,eco_mode,,Moderate Activity
evening,24.64,46.59,111.65,571.56,452.33,713.0,684.52,603.09,medium,7395,heating_active,moderate,Low Activity
evening,24.72,46.54,111.99,573.81,448.26,717.99,469.32,614.62,medium,7395,heating_active,very_bright,LowActivity
evening,24.77,46.55,114.08,573.38,454.06,719.98,674.71,609.93,medium,7395,Eco_mode,very_bright,Low Activity
evening,23.21,51.43,109.2,573.44,430.71,721.59,680.64,600.7,low,1826,off,very_bright,Low Activity
afternoon,22.96,160.61,100.93,564.27,405.22,645.6,563.99,506.04,high,1903,off,bright,LowActivity
night,22.18,55.71,131.42,,424.33,694.74,,555.98,,4761,VENTILATION_ONLY,dim,Low Activity
evening,24.02,48.59,112.85,574.54,458.15,710.32,676.44,603.09,medium,7395,cooling_active,dim,Low Activity
afternoon,18.18,53.13,105.55,593.46,464.6,742.02,695.08,622.95,low,9658,maintenance_mode,very_bright,Moderate Activity
morning,19.66,144.56,103.66,,505.1,749.08,703.36,647.34,low,9241,maintenance_mode,bright,LowActivity
evening,24.14,48.44,232.25,569.5,449.76,708.85,670.43,605.01,medium,7395,off,,Low Activity
evening,24.23,48.36,114.25,570.62,443.49,718.78,,601.38,medium,7395,ventilation_only,,Moderate Activity
afternoon,19.46,-27.11,77.18,622.09,549.61,768.8,730.54,673.77,low,3856,off,very_bright,Low Activity
night,19.38,54.98,102.08,,494.44,735.65,704.91,619.27,low,9127,heating_active,moderate,Moderate Activity
afternoon,23.19,52.12,121.5,541.38,473.54,714.94,664.24,605.47,,1458,cooling_active,moderate,Low Activity
morning,17.68,45.92,61.15,632.76,607.04,790.42,770.24,712.97,extremely low,1482,Cooling_active,,Moderate Activity
afternoon,19.95,50.08,89.2,610.32,539.87,753.65,691.92,621.79,,7241,cooling_active,very_bright,ModerateActivity
evening,24.78,-21.78,120.4,577.79,387.83,702.41,,594.04,medium,7395,eco_mode,bright,Low Activity
evening,24.83,47.21,123.07,571.76,371.4,696.76,648.53,585.62,,7395,cooling_active,dim,Low Activity
evening,298.1,47.04,117.24,575.64,378.32,708.7,841.12,586.62,medium,7395,Eco_Mode,very_bright,Low Activity
evening,24.96,46.96,121.6,574.29,371.08,698.67,659.59,578.74,medium,7395,off,very_bright,Low Activity
evening,23.17,51.33,124.37,552.29,462.03,712.32,658.42,609.04,low,9385,cooling_active,,Low Activity
evening,24.94,47.13,121.95,576.06,397.72,698.02,,583.43,medium,7395,ventilation_only,,Low Activity
evening,24.76,47.66,119.57,576.24,400.37,702.1,650.24,584.41,medium,7395,heating_active,dim,Low Activity
evening,24.8,47.65,118.75,567.84,393.03,707.55,655.8,581.16,,7395,eco_mode,very_bright,Low Activity
evening,24.79,-28.4,122.63,,390.89,699.46,665.25,574.96,medium,7395,off,bright,Low Activity
evening,24.81,47.66,121.81,,405.93,704.76,,591.65,medium,7395,maintenance_mode,dim,Low Activity
afternoon,22.38,50.64,119.86,566.44,392.4,700.74,637.9,562.31,medium,3074,eco_mode,very_bright,Low Activity
evening,24.77,47.8,115.44,564.97,401.12,703.8,520.11,583.14,medium,7395,cooling_active,very_bright,Low Activity
afternoon,22.18,54.13,109.53,539.91,497.13,727.26,520.01,601.99,medium,1458,maintenance_mode,very_bright,Low Activity
evening,24.87,-5.91,115.67,569.41,406.68,707.29,655.44,578.93,medium,7395,cooling_active,,Low_Activity
evening,24.81,47.75,119.5,571.89,392.89,702.97,653.8,586.07,medium,7395,off,dim,Low Activity
evening,24.94,47.73,121.9,568.68,395.42,701.56,,588.12,medium,7395,off,,Low Activity
evening,24.59,48.09,121.42,569.17,403.7,693.95,663.0,578.26,medium,7395,cooling_active,very_bright,Low Activity
evening,24.4,48.56,119.31,568.86,415.57,695.7,,566.89,,7395,heating_active,bright,Low Activity
evening,24.69,47.82,119.13,575.43,404.67,691.41,653.48,578.95,medium,7395,cooling_active,very_bright,Low Activity
evening,24.88,47.21,118.8,571.41,415.44,698.35,650.99,568.46,medium,7395,ECO_MODE,very_bright,Low Activity
evening,24.96,46.99,119.6,573.37,419.06,700.44,655.94,566.16,medium,7395,cooling_active,very_bright,Low Activity
evening,24.93,46.82,122.73,573.03,404.64,693.54,,564.46,medium,7395,ventilation_only,very_bright,Low Activity
afternoon,22.75,46.33,182.7,567.52,377.51,707.84,668.47,587.92,,7963,maintenance_mode,very_bright,Low Activity
evening,298.93,45.34,120.04,572.21,411.85,685.86,,563.29,medium,7395,maintenance_mode,bright,Low Activity
evening,25.33,46.39,113.9,571.21,388.82,693.49,660.89,559.02,medium,7395,ventilation_only,very_dim,Low Activity
evening,25.07,47.05,120.5,568.37,395.83,687.42,641.36,575.0,medium,7395,cooling_active,moderate,Low Activity
evening,297.72,47.91,120.59,570.48,395.07,696.86,,559.9,,7395,ventilation_only,bright,Low Activity
evening,25.1,46.96,124.74,576.87,413.96,687.75,,568.74,medium,7395,heating_active,bright,Moderate Activity
night,17.87,49.71,119.06,580.32,480.93,734.13,874.37,631.0,low,2679,off,very_bright,High Activity
evening,25.19,46.52,120.27,570.02,417.29,693.91,461.38,573.18,,7395,eco_mode,very_bright,Low Activity
evening,298.13,46.62,119.94,573.54,402.3,692.48,644.07,567.38,medium,7395,heating_active,,Low Activity
evening,25.39,45.98,121.67,566.47,393.11,699.32,637.66,557.03,medium,7395,maintenance_mode,dim,Low Activity
evening,21.15,44.35,112.59,590.51,442.1,714.79,675.06,585.44,,8052,off,,Moderate Activity
evening,24.17,47.73,121.63,574.45,384.35,678.96,635.67,556.48,medium,7395,cooling_active,bright,Low_Activity
evening,24.31,47.84,119.47,569.36,399.51,674.82,629.68,553.08,medium,7395,cooling_active,bright,Low Activity
evening,24.27,47.87,116.95,573.88,406.4,849.59,,543.23,medium,7395,cooling_active,,Low Activity
night,19.77,52.94,137.84,582.7,436.86,732.83,688.44,599.66,low,6847,heating_active,bright,Moderate Activity
evening,23.93,48.46,124.47,575.36,384.2,675.38,633.47,541.13,high,7395,eco_mode,moderate,Low Activity
evening,23.98,128.44,117.97,,375.81,684.97,,552.33,high,7395,eco_mode,very_bright,Low Activity
evening,23.59,49.07,115.23,564.93,380.3,676.16,,541.9,high,7395,heating_active,bright,Low_Activity
night,20.06,56.81,106.01,595.76,458.76,721.12,675.53,612.6,high,7241,ventilation_only,,Moderate Activity
night,23.39,49.07,117.63,569.77,369.67,686.79,,550.74,,7395,HEATING_ACTIVE,dim,Low Activity
night,23.33,49.29,118.35,568.48,372.27,678.67,805.98,539.14,high,7395,cooling_active,bright,Low Activity
afternoon,19.55,51.58,89.72,614.74,544.86,762.17,696.24,611.72,low,7241,cooling_active,dim,Low Activity
afternoon,21.39,49.7,108.18,,487.96,735.62,690.92,631.35,low,4507,heating_active,,Low Activity
night,23.09,49.4,114.69,572.4,385.17,680.6,,555.23,high,7395,cooling_active,bright,Low Activity
morning,18.95,57.51,139.05,559.83,455.01,699.24,658.83,582.81,medium,6528,off,bright,LowActivity
night,22.81,49.99,124.17,,383.11,682.57,645.1,551.21,,7395,Heating_Active,,Low Activity
night,20.14,51.71,138.94,582.7,453.71,713.51,687.0,598.65,low,7963,ventilation_only,moderate,Moderate Activity
night,22.68,50.29,117.34,,385.09,685.01,642.73,557.5,high,7395,heating_active,bright,Low Activity
night,22.6,50.44,118.84,567.62,378.54,680.32,,549.91,high,7395,eco_mode,very_bright,Moderate Activity
morning,19.32,-5.44,125.1,574.6,413.42,722.67,,600.33,,5172,Off,bright,Low Activity
night,22.58,50.42,121.87,571.94,377.01,679.8,643.58,552.28,high,7395,maintenance_mode,very_bright,Low Activity
morning,16.35,50.24,118.2,582.53,517.72,747.49,703.87,648.79,low,8052,eco_mode,moderate,Moderate Activity
night,22.07,51.51,121.88,562.78,384.21,685.92,628.83,557.22,high,7395,maintenance_mode,,Low Activity
night,22.17,51.15,123.95,,382.26,690.56,649.67,563.79,high,7395,heating_active,bright,Low Activity
evening,23.81,50.92,137.97,556.63,409.09,680.39,589.68,530.23,medium,3074,maintenance_mode,bright,Low Activity
night,22.38,50.33,118.71,567.75,386.05,691.93,,554.95,high,7395,off,dim,Low Activity
evening,22.02,46.48,104.16,,451.44,729.3,686.42,621.28,,2105,heating_active,,High Activity
night,22.17,50.69,122.61,562.93,383.28,685.06,626.45,553.73,high,7395,cooling_active,bright,Low Activity
night,295.42,50.4,129.52,,387.76,689.11,641.13,555.25,high,7395,cooling_active,moderate,Low Activity
night,21.97,51.0,126.68,572.77,381.33,686.09,632.14,555.19,high,7395,off,dim,Low Activity
night,22.29,50.05,123.19,568.79,379.34,690.62,647.91,565.48,high,7395,eco_mode,very_bright,Low Activity
night,22.04,-44.83,118.57,567.12,386.65,694.92,641.73,558.15,high,7395,off,bright,Low Activity
night,21.78,51.26,125.66,567.59,369.18,681.15,,550.72,medium,7395,heating_active,very_bright,Low Activity
night,20.41,52.97,125.51,574.92,405.43,691.75,659.52,578.26,medium,7395,ventilation_only,very_bright,Low_Activity
afternoon,294.91,45.77,67.07,560.45,532.1,763.03,715.82,665.27,extremely low,4703,maintenance_mode,bright,Low Activity
evening,25.03,50.83,136.76,543.2,472.58,655.69,570.75,510.17,medium,6817,heating_active,bright,Low Activity
morning,18.87,57.54,138.71,567.48,442.82,721.86,,616.4,low,8649,eco_mode,bright,Low Activity
evening,21.98,48.09,113.12,584.12,450.12,712.72,,570.7,low,4129,cooling_active,,Low Activity
night,21.34,52.52,128.11,565.76,367.92,679.1,630.89,549.17,high,7395,heating_active,dim,Low Activity
night,21.23,52.67,122.17,564.55,362.76,688.27,,553.84,high,7395,ventilation_only,very_bright,Low Activity
night,20.93,57.31,134.59,564.01,435.11,697.87,651.92,594.43,low,4761,cooling_active,,Low Activity
night,21.25,52.49,123.36,570.53,380.92,698.66,641.83,537.87,high,7395,eco_mode,,Low Activity
night,21.18,52.52,131.9,569.13,374.25,673.93,637.69,563.78,high,7395,ventilation_only,very_bright,Low Activity
