Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Activity Level
0,19.47,56.5,136.74,563.37,402.22,714.72,671.74,589.9,2,Low Activity
0,19.42,56.56,134.75,562.89,401.74,715.66,666.54,589.25,2,Low Activity
0,19.42,56.56,142.71,562.5,403.21,712.38,671.478,595.78,2,Low Activity
0,18.84,51.92,115.16,590.17,471.94,747.03,696.64,660.8,1,Moderate Activity
2,19.63,51.99,77.49,619.47,530.08,762.41,735.66,685.58,0,High Activity
3,22.63,54.97,134.72,562.63,419.94,690.36,627.77,554.73,2,Low Activity
1,19.23,56.97,143.06,564.54,410.95,719.9,687.12,598.17,1,Low Activity
1,19.13,57.3,143.05,559.52,412.97,726.84,634.774,604.54,2,Low Activity
1,18.93,44.57,77.85,602.19,563.83,775.85,739.85,690.12,0,Low Activity
1,19.12,57.33,146.73,565.9,410.75,723.37,654.6879999999999,607.16,2,Low Activity
2,16.25,48.79,70.9,605.13,563.26,774.72,746.34,688.13,0,Moderate Activity
3,20.97,56.3,110.31,598.13,425.74,727.21,718.29,598.89,3,Low Activity
0,19.3,49.74,119.87,581.16,457.45,736.78,694.48,621.36,1,Low Activity
3,20.14,51.54,115.1,578.93,433.47,706.57,627.8100000000001,559.5,2,Low Activity
2,19.43,57.72,105.62,559.73,535.39,728.63,664.71,601.35,1,Low Activity
1,19.01,57.48,146.72,565.9,420.48,720.09,676.66,612.86,2,Low Activity
1,18.98,57.49,142.69,561.98,414.44,718.34,685.24,610.7,1,Low Activity
0,21.42,53.77,121.87,559.09,435.63,701.34,650.99,581.02,2,Low Activity
1,18.91,57.66,146.61,564.75,439.27,727.06,679.71,610.47,1,Low Activity
3,18.91,53.59,76.51,579.66,429.81,746.7,699.09,621.47,1,Moderate Activity
2,19.23,53.93,90.44,577.18,458.14,730.4,689.12,613.45,1,Moderate Activity
2,19.28,53.83,93.93,575.46,416.57,721.9,681.41,587.33,1,Low Activity
1,18.96,57.29,145.96,561.39,425.13,719.02,679.4739999999999,613.3,1,Low Activity
3,23.14,46.73,118.58,588.19,438.55,725.78,682.49,601.97,2,High Activity
1,18.94,57.35,146.43,578.93,445.96,725.39,687.38,594.43,1,Low Activity
1,18.79,57.75,143.27,562.3,432.07,725.97,678.06,618.08,1,High Activity
0,21.15,54.12,133.86,558.4,360.72,686.24,630.7099999999999,539.86,2,Low Activity
1,18.83,57.48,140.54,561.72,431.29,722.94,681.572,625.6,1,Low Activity
1,18.76,57.66,141.77,558.95,430.78,729.67,686.9939999999999,619.18,1,Low Activity
1,18.23,52.49,66.76,570.69,598.1,767.72,738.83,681.12,0,Low Activity
1,18.95,55.66,134.87,578.93,448.86,725.05,676.49,619.82,1,High Activity
0,18.49,51.98,124.74,578.93,496.26,730.87,693.52,610.57,1,Moderate Activity
2,24.41,45.88,112.5,578.09,447.02,721.42,664.43,605.22,1,High Activity
1,20.04,56.86,134.1,559.92,412.14,700.13,653.62,598.25,2,Low Activity
1,18.58,56.89,127.29,574.0,429.19,618.68,885.9,598.47,2,Low Activity
1,18.58,56.9,126.67,567.77,448.74,729.54,671.29,607.42,2,Low Activity
1,18.57,56.78,125.52,566.84,448.05,867.01,476.51,606.36,2,Low Activity
1,18.73,56.38,122.83,575.26,434.14,715.78,672.31,603.71,2,Low Activity
2,23.68,49.66,101.44,541.2,404.68,726.34,645.78,568.94,2,Low Activity
0,20.12,54.62,131.25,551.85,463.32,683.32,609.284,554.88,3,Low Activity
1,18.93,44.57,77.85,602.19,563.83,775.85,739.85,690.12,0,Low Activity
0,21.29,54.16,140.3,571.8,451.8,698.89,657.95,586.19,2,Low Activity
1,19.03,55.43,113.89,573.95,448.0,729.7,682.22,615.05,2,Low Activity
3,22.55,46.27,119.99,593.6,457.32,729.19,689.878,621.4,1,Moderate Activity
1,18.95,53.68,101.78,574.53,478.37,743.21,529.87,643.74,2,Low Activity
1,18.92,53.11,94.88,580.29,508.63,750.77,705.508,653.78,2,High Activity
2,23.45,51.9,147.37,560.47,374.6,688.25,640.52,553.13,2,Moderate Activity
0,20.29,48.73,117.68,595.18,458.94,634.75,693.708,623.02,1,Moderate Activity
1,18.79,50.79,77.49,582.89,541.73,754.49,715.57,665.64,1,Moderate Activity
0,20.94,51.97,104.43,548.96,487.01,600.92,696.54,637.66,1,Moderate Activity
1,18.93,50.27,80.79,588.63,526.02,761.64,718.43,664.88,1,Moderate Activity
0,19.12,53.49,119.75,588.83,438.1,737.68,694.9,617.46,1,Low Activity
1,18.78,51.79,86.17,583.82,479.22,752.59,714.93,624.85,0,Moderate Activity
1,19.06,51.96,85.68,584.64,455.29,733.74,709.14,619.0,0,Low Activity
3,23.81,45.07,103.49,578.93,460.44,727.8,677.09,615.87,1,Low Activity
2,18.89,53.16,174.3,578.01,472.62,747.67,709.62,631.54,1,Moderate Activity
2,18.42,48.41,63.89,616.43,563.57,783.31,743.67,688.78,0,High Activity
2,19.04,53.41,101.96,578.93,446.39,735.91,696.97,633.39,1,Moderate Activity
1,19.28,56.79,142.75,564.13,412.66,723.03,688.07,622.34,1,Low Activity
1,19.87,58.74,126.09,549.27,484.4,697.71,640.0699999999999,564.28,2,Low Activity
2,19.03,53.82,103.91,580.51,438.85,832.63,696.04,628.42,1,High Activity
2,19.13,53.76,105.78,579.28,456.42,730.7,699.83,618.7,1,Low Activity
2,21.69,52.49,94.25,578.93,481.14,743.04,727.874,605.57,1,Moderate Activity
2,18.94,54.65,112.59,576.51,419.9,729.73,682.28,598.81,1,Moderate Activity
0,20.08,50.79,117.46,578.93,425.32,739.84,691.89,616.92,2,Moderate Activity
2,16.45,45.73,61.29,578.93,628.22,784.59,757.14,708.75,0,Low Activity
2,19.07,54.8,117.31,576.4,415.5,728.27,818.91,610.72,1,Low Activity
2,19.45,53.72,123.88,577.11,418.1,722.05,678.02,610.89,1,Moderate Activity
1,19.63,57.22,110.72,554.26,483.29,694.17,652.53,584.2,2,Low Activity
2,19.36,53.87,124.79,578.93,429.3,725.38,679.66,602.04,1,Low Activity
2,19.39,53.82,123.55,571.41,406.35,728.76,646.374,622.14,1,Low Activity
2,18.83,44.69,68.48,581.93,588.97,770.72,752.15,695.27,0,Moderate Activity
2,19.39,54.0,123.74,575.17,419.91,730.05,686.85,613.09,1,Moderate Activity
0,21.09,50.91,102.53,561.54,443.39,715.41,649.55,594.4,2,Low Activity
2,19.18,54.62,125.65,564.77,416.03,735.15,691.29,608.22,1,Moderate Activity
2,19.3,54.27,123.65,569.02,419.02,721.52,678.21,590.87,1,Low Activity
2,19.68,53.62,128.92,567.36,423.7,712.5,677.93,599.8,1,Low Activity
2,19.87,53.98,150.85,563.04,425.8,712.92,680.374,611.06,2,Low Activity
2,19.89,55.86,171.61,563.09,420.79,712.64,868.56,597.9,2,Low Activity
0,20.27,55.78,137.68,563.1,365.81,691.01,629.15,544.01,2,Low Activity
2,21.53,50.68,132.22,565.97,447.11,690.96,610.14,543.53,2,Moderate Activity
2,21.0,51.77,127.17,571.45,461.17,713.15,637.67,572.94,2,Low Activity
3,21.87,52.01,105.13,571.51,471.22,859.79,802.44,619.27,1,Low Activity
0,19.44,54.71,109.92,604.4,486.51,735.23,694.9259999999998,634.73,1,Moderate Activity
2,21.47,52.06,120.46,572.83,447.97,702.93,636.11,562.36,1,Low Activity
1,19.97,59.13,124.17,551.84,487.32,725.22,684.69,614.51,1,Low Activity
2,21.68,52.03,127.87,573.01,371.23,700.13,652.1279999999999,568.83,2,Low Activity
2,19.94,50.27,105.24,581.94,446.22,714.91,673.12,607.51,2,Low Activity
3,22.1,48.28,134.64,578.93,403.41,699.5,648.53,582.97,3,Low Activity
2,22.38,50.69,123.84,569.75,393.56,706.32,635.86,573.37,2,Low Activity
2,22.2,51.55,122.53,567.48,397.8,708.04,634.39,559.24,2,Low Activity
2,22.41,51.39,126.51,569.87,406.58,697.02,644.75,565.48,2,Low Activity
2,22.54,51.26,125.6,566.88,407.03,703.36,639.5780000000001,569.05,2,Low Activity
2,22.59,51.31,122.97,566.79,415.06,699.81,646.86,576.78,2,Low Activity
2,22.71,51.12,125.09,569.67,400.17,702.36,651.2,557.35,2,Low Activity
2,22.9,50.8,121.35,568.88,401.47,702.03,642.78,562.43,2,Low Activity
2,23.25,50.08,130.77,568.51,409.04,703.8,634.38,564.51,2,Low Activity
2,23.02,50.93,122.33,570.9,397.16,701.97,692.302,566.96,2,Moderate Activity
3,20.19,49.9,113.77,583.24,447.47,717.39,673.592,605.12,2,Moderate Activity
2,23.04,51.06,122.8,568.86,407.99,701.92,637.04,573.63,2,Low Activity
2,23.13,50.93,130.94,566.37,395.8,706.7,650.34,571.7,2,Moderate Activity
0,20.71,55.14,144.45,560.53,359.91,677.04,624.19,543.42,2,Low Activity
3,24.38,49.94,114.39,544.85,452.65,687.4,695.854,583.52,3,Low Activity
1,19.88,58.54,132.26,551.67,482.92,605.13,843.02,562.13,2,Low Activity
1,19.48,53.08,121.17,570.77,414.38,718.03,821.73,598.55,2,Low Activity
3,23.46,50.09,128.25,568.64,410.46,670.04,643.7180000000001,519.06,1,Low Activity
3,23.1,51.15,131.15,570.98,424.78,679.64,573.15,525.57,1,Low Activity
3,23.18,51.38,135.44,568.59,420.72,668.83,571.08,535.74,2,Moderate Activity
3,23.46,50.79,135.18,562.17,408.89,673.93,583.44,511.32,2,Moderate Activity
3,23.5,50.43,133.37,560.6,408.35,678.76,585.41,534.71,2,Low Activity
3,23.34,50.65,129.01,567.15,413.84,680.18,658.086,523.47,2,Low Activity
1,18.94,52.33,119.56,575.88,407.13,710.16,659.33,588.41,2,Low Activity
3,23.28,50.78,132.05,567.46,398.55,671.38,599.24,530.04,2,Low Activity
3,23.2,51.0,131.58,569.78,414.57,679.93,601.01,536.13,2,Low Activity
3,23.48,50.3,129.47,565.93,415.38,676.36,597.6179999999999,529.61,2,Low Activity
0,20.0,51.83,95.58,551.51,489.36,737.55,723.5260000000001,630.68,1,Moderate Activity
0,20.54,57.22,130.75,558.75,446.49,710.16,666.88,594.67,1,Low Activity
0,19.93,52.84,135.36,586.33,423.38,719.41,677.46,597.98,1,High Activity
3,23.07,51.51,135.15,571.35,428.94,674.85,476.33,533.58,2,Low Activity
3,23.09,51.42,132.77,559.33,414.74,685.74,666.918,532.38,2,Low Activity
3,23.22,51.31,127.39,568.54,408.99,686.8,583.092,540.16,2,Low Activity
3,23.41,50.78,130.28,562.81,406.83,847.07,598.5,546.72,2,Low Activity
3,23.82,49.89,133.41,565.02,429.69,678.67,601.53,540.69,2,Low Activity
3,23.92,49.66,134.15,566.33,434.9,681.09,598.98,539.55,2,Low Activity
3,23.95,49.7,132.68,560.5,419.7,684.84,601.65,542.69,2,Low Activity
3,23.84,50.02,135.45,567.34,423.24,685.11,593.51,541.43,2,Low Activity
3,23.46,50.93,134.09,565.58,432.02,572.17,599.38,538.17,2,Low Activity
3,23.24,51.49,133.36,568.29,424.68,684.65,597.64,532.63,2,Low Activity
3,23.58,50.72,129.79,558.01,406.97,833.78,608.79,538.58,2,Low Activity
3,23.73,50.31,128.8,565.42,418.61,686.7,610.4219999999999,544.16,2,Low Activity
1,19.41,56.77,142.94,562.69,426.71,697.37,655.34,564.53,2,Low Activity
2,16.33,45.75,74.64,607.44,528.13,769.01,731.74,667.41,0,Moderate Activity
3,24.13,51.19,153.99,563.1,396.14,665.27,591.37,518.65,2,Low Activity
1,16.85,49.63,115.16,585.22,489.87,868.95,709.12,646.09,2,Moderate Activity
3,23.67,51.2,141.6,562.73,409.51,680.41,654.6279999999999,527.03,2,Low Activity
2,23.35,51.34,112.77,561.17,492.35,718.42,661.93,610.62,1,Moderate Activity
3,23.93,50.33,142.8,569.94,406.21,678.46,608.26,540.09,2,Low Activity
3,24.06,49.98,144.52,563.66,393.99,681.48,620.5260000000001,534.81,2,Low Activity
0,19.7,47.45,107.95,589.1,469.89,728.12,681.76,606.61,2,High Activity
3,24.34,49.49,142.67,567.3,394.78,687.65,616.966,537.62,2,Moderate Activity
1,17.86,53.52,128.57,588.22,502.8,733.59,682.44,612.0,1,Moderate Activity
3,24.36,49.17,136.02,563.5,389.21,679.45,607.51,529.83,2,Low Activity
2,20.27,49.77,102.17,601.73,516.81,753.76,705.78,640.49,1,Moderate Activity
3,25.0,49.58,140.11,557.6,397.48,671.57,593.09,528.44,3,Low Activity
3,23.62,50.72,144.02,561.32,407.91,688.42,599.02,528.17,2,Low Activity
3,23.58,50.9,141.83,554.77,406.51,868.63,627.178,547.06,2,Low Activity
3,23.61,51.0,140.45,563.05,407.19,682.24,609.94,534.96,2,Low Activity
3,24.01,50.15,135.11,565.92,391.82,678.33,603.82,544.53,2,Low Activity
2,18.59,46.68,72.28,582.12,541.66,763.95,549.55,666.65,0,Moderate Activity
3,24.46,49.1,137.14,561.21,402.71,678.69,606.18,542.75,2,Low Activity
3,24.31,49.27,139.94,557.96,393.74,668.32,611.09,526.58,2,Low Activity
3,24.01,50.03,140.27,561.75,382.07,679.33,597.7,525.32,2,Low Activity
3,24.09,49.72,132.97,560.1,400.93,680.39,606.11,537.99,2,Low Activity
3,24.82,52.39,118.09,553.42,481.44,706.87,661.4,585.23,2,Low Activity
1,18.7,49.82,78.56,602.72,559.89,767.14,730.4,682.26,0,Low Activity
3,23.12,51.73,134.69,560.25,346.5,672.12,600.17,530.34,2,Low Activity
3,22.99,52.07,144.64,560.79,341.73,667.61,595.308,531.19,2,Low Activity
2,17.96,47.35,77.84,616.32,504.77,752.42,738.142,631.75,1,Low Activity
3,22.9,52.21,41.32,562.43,325.29,667.62,597.59,527.42,2,Low Activity
3,22.91,51.97,138.94,559.78,329.04,618.6,599.34,526.77,2,Low Activity
1,19.98,53.99,104.25,562.04,485.94,739.06,675.79,609.08,1,Moderate Activity
3,23.77,50.57,147.0,571.08,403.29,678.49,858.06,546.21,2,Low Activity
0,22.6,52.42,18.64,557.85,341.45,677.69,595.37,526.41,3,Low Activity
3,23.59,43.63,113.56,592.08,444.72,728.0,552.59,621.6,1,Moderate Activity
0,22.58,52.37,142.07,557.61,334.94,665.53,607.638,528.21,3,Low Activity
2,16.51,47.21,83.46,607.66,533.65,758.48,726.33,664.35,0,Moderate Activity
0,19.17,50.73,116.09,598.01,456.51,723.32,698.63,622.76,1,Moderate Activity
2,23.49,50.1,114.12,537.92,446.45,723.38,628.07,570.2,3,Low Activity
0,22.05,53.48,145.44,561.36,315.99,668.26,611.36,530.11,2,Low Activity
0,21.98,53.58,146.33,559.59,339.17,671.69,833.02,512.57,2,Low Activity
0,21.99,53.46,144.06,557.23,329.8,669.77,605.04,515.78,2,Low Activity
0,21.79,53.88,178.74,560.43,326.8,666.51,604.68,527.59,2,Low Activity
0,21.7,53.97,144.98,553.49,328.22,665.37,590.7479999999999,522.37,2,Low Activity
1,19.95,57.83,131.32,549.4,466.68,716.91,474.55,597.92,1,Low Activity
0,21.53,54.27,141.82,556.82,340.62,668.57,614.18,528.93,2,Low Activity
0,21.54,54.03,145.63,560.08,340.43,672.65,609.47,530.51,2,Low Activity
0,21.57,53.98,145.78,559.6,333.52,671.45,608.84,533.87,2,Low Activity
1,19.04,51.29,111.74,605.55,470.79,742.68,698.81,637.79,1,Moderate Activity
0,19.5,51.38,113.44,604.4,467.5,735.97,489.46,620.5,1,Moderate Activity
0,21.37,54.44,146.93,560.97,331.14,669.11,616.14,536.13,2,Low Activity
0,21.3,54.34,144.24,564.38,361.03,674.76,690.67,533.46,2,Low Activity
0,21.32,54.35,139.7,558.33,337.64,673.12,614.58,536.67,2,Low Activity
0,21.27,54.19,143.42,578.93,349.62,683.7,625.31,539.67,2,Low Activity
0,21.43,53.69,144.53,561.4,344.26,673.72,613.13,542.24,2,Low Activity
3,23.28,47.75,105.94,558.45,461.15,883.74,688.68,631.89,1,High Activity
0,21.12,54.36,145.92,560.19,343.39,865.73,625.4219999999999,532.33,2,Low Activity
0,21.27,54.02,144.92,554.61,349.91,683.57,617.45,542.09,2,Low Activity
0,21.15,54.12,133.86,558.4,360.72,686.24,629.04,539.86,2,Low Activity
0,19.78,52.08,141.37,579.06,451.63,728.56,638.22,598.61,1,Moderate Activity
0,21.27,54.86,140.31,564.3,358.9,684.5,645.2,546.91,2,Low Activity
0,20.87,54.9,142.88,557.38,351.46,678.42,615.8,537.77,2,Low Activity
0,20.89,54.79,133.95,557.55,361.39,687.15,623.78,530.05,2,Low Activity
0,20.86,54.82,141.08,569.03,356.92,676.62,630.4220000000001,538.94,2,Low Activity
0,20.71,55.19,140.33,564.11,354.74,678.83,631.4,547.93,2,Low Activity
0,20.71,55.14,137.74,558.8,362.81,835.4,614.26,544.32,2,Low Activity
0,17.28,48.91,113.98,587.14,492.7,742.66,691.72,641.82,2,Moderate Activity
3,24.45,47.89,107.35,548.23,448.73,622.3,695.35,631.16,1,Low Activity
0,20.76,54.95,135.15,565.77,358.11,692.67,619.31,541.43,2,Low Activity
3,24.0,49.73,109.11,578.93,440.94,725.65,679.37,618.29,1,Low Activity
1,17.14,50.76,72.0,604.55,557.67,773.86,742.73,685.89,1,Moderate Activity
0,20.61,55.24,142.6,563.04,347.41,685.32,634.85,532.03,2,Low Activity
0,20.57,55.33,139.36,562.38,380.93,677.24,623.83,544.22,2,Low Activity
0,20.52,55.45,139.5,560.75,378.7,686.19,646.2700000000001,549.52,2,Low Activity
0,20.4,55.64,137.45,559.26,367.45,688.38,648.178,556.36,2,Low Activity
1,19.47,56.77,114.93,578.93,474.8,739.79,485.79,620.55,2,Low Activity
0,20.44,55.57,141.57,567.05,379.48,844.18,628.41,552.97,2,Low Activity
0,20.44,55.48,133.55,561.77,376.14,692.11,633.13,545.31,2,Low Activity
0,20.4,55.47,138.5,560.5,361.32,694.12,598.5219999999999,549.81,2,Low Activity
0,20.4,55.49,136.41,559.37,371.69,683.04,641.01,552.48,2,Low Activity
0,21.92,49.24,104.81,559.64,428.0,704.83,650.19,572.86,2,Low Activity
1,18.01,51.23,122.28,578.56,491.93,591.58,695.9,628.94,1,Moderate Activity
0,20.27,55.8,137.06,563.0,371.34,696.34,635.77,557.45,2,Low Activity
0,20.3,55.62,137.72,563.19,370.45,863.53,638.29,545.23,2,Low Activity
0,20.17,55.92,135.36,559.59,382.93,693.59,642.894,562.05,2,Low Activity
0,20.3,55.5,142.41,561.47,371.59,692.59,632.29,555.53,2,Low Activity
1,20.23,55.54,133.33,555.96,376.38,873.02,641.55,564.22,2,Low Activity
1,20.14,55.78,136.78,578.93,378.54,689.43,642.4179999999999,544.79,2,Low Activity
2,16.39,47.12,90.5,578.93,562.38,787.61,751.0139999999999,695.65,1,High Activity
1,20.12,55.64,141.83,558.51,381.82,694.1,648.062,568.32,2,Moderate Activity
1,20.04,55.95,135.48,566.21,380.51,603.17,634.56,558.18,2,Low Activity
1,20.08,55.82,136.39,560.02,374.28,689.28,642.568,556.51,2,Low Activity
1,20.06,55.73,141.16,560.11,384.58,691.57,644.588,564.62,2,Low Activity
1,20.04,55.82,142.61,565.17,383.3,696.68,642.16,567.16,2,Low Activity
1,20.12,55.48,136.06,560.34,382.14,697.28,644.75,569.26,2,Low Activity
1,20.05,55.82,141.65,555.84,374.76,694.96,634.03,564.04,2,Low Activity
0,20.85,53.16,119.26,577.51,472.99,716.94,676.94,604.37,1,Low Activity
1,20.06,55.67,141.19,564.5,397.63,557.84,658.31,572.08,2,Low Activity
1,19.99,55.76,138.79,562.43,398.59,703.47,693.124,565.42,2,Low Activity
1,19.93,55.91,142.42,562.74,387.38,698.88,655.63,568.68,2,Low Activity
0,19.07,51.75,118.09,597.35,465.03,748.83,706.07,639.98,1,High Activity
1,19.8,56.16,136.67,558.95,394.15,706.94,658.53,577.28,2,Low Activity
1,19.83,56.0,138.93,566.99,407.44,703.0,637.5459999999999,563.36,2,Low Activity
1,19.78,56.16,138.3,561.84,416.78,704.95,658.22,571.37,2,Moderate Activity
1,19.83,56.0,141.44,564.0,393.67,711.9,645.16,578.02,2,Low Activity
0,21.62,49.98,98.63,578.93,442.29,709.0,651.85,589.35,2,Low Activity
1,19.71,54.05,125.58,566.39,413.59,691.38,616.52,558.38,2,Low Activity
1,19.09,53.25,104.56,557.63,494.99,750.83,693.26,636.49,1,Low Activity
1,18.05,48.25,72.68,624.84,537.47,787.26,749.03,687.29,1,Moderate Activity
3,23.38,52.17,113.92,542.78,491.49,715.81,661.56,588.37,1,Low Activity
1,19.39,52.19,102.43,573.17,422.82,707.54,686.972,567.52,2,Low Activity
1,19.44,51.83,105.08,574.12,440.59,717.23,665.654,583.98,2,Low Activity
1,19.37,52.09,100.48,578.93,462.24,709.0,511.15,582.46,2,Moderate Activity
1,19.34,52.02,97.19,579.86,457.0,724.67,666.28,583.83,2,Moderate Activity
1,19.45,51.65,101.22,579.23,445.49,869.96,660.4680000000001,582.43,2,Low Activity
1,19.3,56.09,135.51,577.29,463.79,722.71,678.02,608.47,1,Moderate Activity
3,23.21,49.84,126.04,540.15,402.52,630.59,554.374,471.51,4,Low Activity
0,18.16,52.59,116.34,597.84,477.58,755.36,718.5,672.23,1,Moderate Activity
1,19.45,55.15,114.76,564.67,469.9,719.02,718.9300000000001,606.49,1,Low Activity
1,19.89,52.34,94.38,578.44,428.17,712.48,656.55,592.25,1,Low Activity
3,21.83,51.15,107.94,594.71,465.23,722.2,678.49,600.99,1,Moderate Activity
1,20.47,51.44,103.21,575.7,415.19,711.95,649.5,564.68,1,Moderate Activity
1,20.39,51.86,100.79,569.29,421.75,705.53,650.316,565.51,2,Low Activity
1,20.63,51.52,109.3,576.13,429.1,711.14,646.03,569.71,2,Low Activity
1,20.55,51.81,112.67,573.98,411.97,706.03,641.43,563.93,2,High Activity
1,20.19,53.2,115.53,576.78,431.0,697.54,651.472,577.99,2,Low Activity
1,19.89,53.78,118.28,570.81,425.64,703.74,641.03,557.81,2,Low Activity
1,19.66,54.15,113.72,571.31,419.49,709.94,653.12,568.58,2,Low Activity
0,21.28,46.58,108.21,592.17,378.05,703.19,624.88,532.95,2,Low Activity
0,22.17,52.7,124.5,553.46,430.08,690.58,629.67,560.02,3,Low Activity
1,19.66,53.04,100.63,574.06,457.76,722.8,653.3659999999999,578.7,1,Moderate Activity
1,19.6,53.11,93.68,577.37,459.11,722.95,656.74,601.38,1,Moderate Activity
0,19.61,56.25,138.37,564.5,402.09,716.75,679.69,593.6,2,Moderate Activity
1,16.56,47.66,72.39,613.89,516.87,774.94,767.412,703.73,0,Moderate Activity
1,19.38,53.72,101.63,574.44,464.07,724.09,697.962,602.6,1,Low Activity
2,19.25,50.92,106.68,600.39,497.77,762.77,726.51,670.3,0,Low Activity
1,19.44,53.55,101.94,579.72,425.25,725.78,669.88,582.96,1,Low Activity
1,17.51,42.44,65.0,620.93,607.11,878.22,763.12,706.91,0,Low Activity
1,19.46,53.54,96.16,578.33,409.67,728.85,662.6,582.42,1,Moderate Activity
2,19.6,53.21,92.71,585.54,422.47,725.64,661.41,568.73,1,Low Activity
2,19.56,53.17,93.04,580.02,419.94,716.89,661.4,576.17,1,Low Activity
2,19.37,53.59,91.16,586.4,419.05,725.61,684.97,580.34,1,Moderate Activity
1,19.79,52.77,125.08,566.91,404.24,713.74,673.02,589.69,2,Low Activity
2,19.55,52.83,93.25,582.47,466.76,732.63,676.6,602.46,1,Moderate Activity
2,19.48,53.03,88.3,581.05,467.01,733.88,682.96,605.01,1,Moderate Activity
2,19.46,53.21,86.6,580.42,478.09,602.56,667.28,612.09,1,Moderate Activity
2,19.51,53.11,96.33,582.02,471.61,726.22,888.29,600.05,1,High Activity
2,19.51,53.08,91.06,578.64,461.67,738.87,734.6719999999999,610.57,1,Moderate Activity
2,19.6,52.77,91.4,578.93,466.24,723.64,673.22,621.54,1,Low Activity
2,19.4,53.32,89.3,578.93,459.98,732.78,691.404,622.47,1,Moderate Activity
2,22.18,41.76,77.3,612.36,531.59,762.45,691.154,660.88,0,Low Activity
1,18.99,56.15,132.06,566.15,438.64,722.74,664.29,588.94,2,Low Activity
1,17.58,55.28,128.8,582.62,507.97,730.13,673.68,610.22,1,Moderate Activity
2,23.72,49.54,112.23,556.97,439.39,729.26,685.4639999999999,613.97,1,Low Activity
2,18.09,54.41,109.52,556.64,480.71,706.53,634.43,569.49,1,Low Activity
2,19.28,53.77,88.92,583.67,460.27,726.11,680.28,606.06,1,High Activity
2,19.27,53.84,97.5,577.89,462.79,732.51,683.04,617.34,1,Low Activity
2,19.27,53.82,91.96,584.5,472.0,725.25,673.19,609.52,1,Moderate Activity
2,19.31,53.7,181.38,581.14,463.98,621.28,682.33,614.88,1,Low Activity
2,19.19,54.02,82.07,582.74,467.68,725.95,678.22,616.93,1,High Activity
0,20.11,54.41,122.31,550.69,480.91,679.28,616.654,555.41,3,Low Activity
2,19.17,53.98,95.68,580.27,467.8,735.24,686.39,603.11,1,Moderate Activity
2,19.1,54.19,93.73,580.39,459.29,723.26,681.79,608.22,1,Moderate Activity
1,19.93,59.02,130.01,548.31,474.27,727.08,683.86,621.49,1,Low Activity
2,19.19,53.96,91.31,585.96,468.57,729.75,687.23,604.97,1,Moderate Activity
2,19.21,53.95,85.77,587.29,456.91,732.27,677.27,612.31,1,Low Activity
2,19.23,53.93,90.44,578.93,458.14,587.02,689.12,613.45,1,Moderate Activity
2,19.25,53.77,90.76,583.44,470.97,723.75,678.19,623.79,1,Low Activity
2,19.29,53.75,88.37,581.89,459.4,731.71,688.68,622.78,1,Moderate Activity
